URL,Duration(second),Standard Deviation
https://www.youtube.com/watch?v=_CFPQrftMUs,980,9.575086282568996
https://www.youtube.com/watch?v=aaRS7HPR760,417,27.6029612430941
https://www.youtube.com/watch?v=ND9g4p7Xmvc,808,28.49031794724751
https://www.youtube.com/watch?v=ZNSwYGkDtNY,697,26.648946538405703
https://www.youtube.com/watch?v=xY7kVVS2HVY,957,12.068651281315573
https://www.youtube.com/watch?v=66Bb6TaxOUw,636,19.477645771685456
https://www.youtube.com/watch?v=OdYqBTml5U0,612,25.25516044795005
https://www.youtube.com/watch?v=NQU7dxNJZEs,493,19.322253516835403
https://www.youtube.com/watch?v=3epRsvmx1ws,553,23.16366887078892
https://www.youtube.com/watch?v=FBKsbenMhVU,334,29.218881832738838
https://www.youtube.com/watch?v=Y0jNEWPsrvw,905,19.02591474389159
https://www.youtube.com/watch?v=Aw72DMRV7ec,347,19.961769015350875
https://www.youtube.com/watch?v=hUuvVrENhJk,521,36.66098440819311
https://www.youtube.com/watch?v=8SUl15KT-UE,527,21.04705193279402
https://www.youtube.com/watch?v=j33Dlr6U3wA,380,24.96032354516443
https://www.youtube.com/watch?v=cr7Q4WaWJPY,312,36.425402089137904
https://www.youtube.com/watch?v=hTc__kfCQnc,752,14.461203269437853
https://www.youtube.com/watch?v=f6z5JIxkb7k,719,12.856779783033309
https://www.youtube.com/watch?v=NJUfESbtjVU,1106,19.78053436614088
https://www.youtube.com/watch?v=uPQAlFnrHM0,322,16.756890774536668
https://www.youtube.com/watch?v=v_P8e0QIjRg,840,11.601976872367
https://www.youtube.com/watch?v=lCQb4piWy4E,591,44.0744824132967
https://www.youtube.com/watch?v=bLX_G2feOuc,798,31.014134571351118
https://www.youtube.com/watch?v=DaEorBzC1hE,528,15.968719422671311
https://www.youtube.com/watch?v=WtpXkSTdHAA,902,13.251247320745152
https://www.youtube.com/watch?v=jJTs2-haaZM,1023,24.423119258711807
https://www.youtube.com/watch?v=1uuEZNyWm-o,672,13.754806686912358
https://www.youtube.com/watch?v=o7RKToc0K-A,499,12.383435749777124
https://www.youtube.com/watch?v=jkGX_DqKHJk,1079,19.670197423174653
https://www.youtube.com/watch?v=6-GlYzwQkt8,607,25.013012486519766
https://www.youtube.com/watch?v=Vbia3YSI3pY,564,11.82536828940458
https://www.youtube.com/watch?v=2BBQfpwaWvM,394,11.244459516690219
https://www.youtube.com/watch?v=p9kMSQnT7dE,725,17.705321234024535
https://www.youtube.com/watch?v=0FAkYtIxtwg,789,20.018167331691878
https://www.youtube.com/watch?v=smEYcfj1Jgg,760,24.134622433342518
https://www.youtube.com/watch?v=qYSgLOP63NE,972,21.353124428640736
https://www.youtube.com/watch?v=WDX9ooeqFmk,903,18.937544538090307
https://www.youtube.com/watch?v=bopc0VBJCAk,345,13.786446812086112
https://www.youtube.com/watch?v=pofEVnFTcSk,408,27.87947822543401
https://www.youtube.com/watch?v=W6bxmd3hmvA,684,28.454109784640313
https://www.youtube.com/watch?v=q9YXk4zzNiQ,578,20.21948317836042
https://www.youtube.com/watch?v=i8X-xD3_ApU,564,19.684914144474856
https://www.youtube.com/watch?v=5TgWM4vNAPI,947,22.18738996451588
https://www.youtube.com/watch?v=b2Vr6zH15zQ,394,23.905137968683114
https://www.youtube.com/watch?v=-ZY20Uxnf00,605,11.002158879056418
https://www.youtube.com/watch?v=U4pzusXEtlI,456,28.17485088198733
https://www.youtube.com/watch?v=BSB9aTQ2ojU,1117,17.378903779204173
https://www.youtube.com/watch?v=ELx3UYUMA_8,550,19.032848117904592
https://www.youtube.com/watch?v=zVR_1f3_5w4,1012,21.274583360276452
https://www.youtube.com/watch?v=LnXFhXsPUrM,879,22.614277692545382
https://www.youtube.com/watch?v=mweMlTcL52I,374,10.739969216692858
https://www.youtube.com/watch?v=fGrNgw5yIxk,928,20.406426003154554
https://www.youtube.com/watch?v=_qZry41FT_M,830,13.16782372423982
https://www.youtube.com/watch?v=rU5Blt_yl2g,334,20.03798046603062
https://www.youtube.com/watch?v=QDn-UweN1g8,432,15.932635968002561
https://www.youtube.com/watch?v=KIhf82Npkic,355,20.96317116885099
https://www.youtube.com/watch?v=uNjVQwIBJU4,616,19.621012384281475
https://www.youtube.com/watch?v=lMsaT0xlAZk,748,19.430862049842258
https://www.youtube.com/watch?v=7SptzRWd6q4,899,35.377472430284726
https://www.youtube.com/watch?v=2fC5whMkcS8,606,18.62786165712258
https://www.youtube.com/watch?v=3Jxui-S4V6o,702,15.880579858278496
https://www.youtube.com/watch?v=Q1zCWEAvWdg,568,16.730882752357395
https://www.youtube.com/watch?v=uEMqEKKw69k,821,14.715672611476625
https://www.youtube.com/watch?v=vTw1QqbMBDw,367,23.638800718485783
https://www.youtube.com/watch?v=iwXEh2ecd2k,950,24.01885245879786
https://www.youtube.com/watch?v=MXvlq5fh0JE,610,25.135181394809944
https://www.youtube.com/watch?v=TmXIKqT9JCM,518,17.72631440041111
https://www.youtube.com/watch?v=EdawaOT8R4I,921,24.104308534084677
https://www.youtube.com/watch?v=PtDejUef6x0,808,16.69659863671836
https://www.youtube.com/watch?v=AldX8Z60lSk,1127,34.483485950873636
https://www.youtube.com/watch?v=_ibvF_Jvug4,781,30.097990850793312
https://www.youtube.com/watch?v=o2UDjouVHU8,615,21.671951213210015
https://www.youtube.com/watch?v=tNA6NtxVcBY,658,15.749852419615536
https://www.youtube.com/watch?v=Lml_1oR0Swc,1150,16.831727030982186
https://www.youtube.com/watch?v=xzxtMuDUQQg,765,37.78653841260271
https://www.youtube.com/watch?v=ylalkjKs7cU,488,19.527108297889594
https://www.youtube.com/watch?v=N6FsjsQ4J7A,306,26.086203249994046
https://www.youtube.com/watch?v=XVz_ZzUGfKM,355,11.757680704779986
https://www.youtube.com/watch?v=Mg6biSPfu5k,553,27.77391909179278
https://www.youtube.com/watch?v=SO5v489Kx04,449,8.875935005520388
https://www.youtube.com/watch?v=zwsgR6uHf6A,363,30.031464980731272
https://www.youtube.com/watch?v=W4p1FrVJCNo,655,19.836938580118783
https://www.youtube.com/watch?v=hfZ5Z6TT_ss,585,21.793347608846144
https://www.youtube.com/watch?v=uHXD4KJj3Fo,355,11.031205736455105
https://www.youtube.com/watch?v=oLN4mQhJg9c,565,12.401339035626082
https://www.youtube.com/watch?v=ZIZos-2gtRU,370,15.780393953679779
https://www.youtube.com/watch?v=d_qvV_km0Uo,334,19.21690027549571
https://www.youtube.com/watch?v=c09mBdi6ir8,1109,17.417529770788086
https://www.youtube.com/watch?v=fETdzeoznuM,891,32.46673511286419
